Unnamed: 0,video_uid,qid,question,task,relevant_timestamps,mcq_test,answer_1,answer_2,answer_3,answer_4,answer_5,duration_in_seconds,scenarios,video_source,device
6769,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_7_2,Where is the spoon holder located in relation to the kitchen sink?,reasoning/spatial/relationship,,"A. The spoon holder is on a stand beside the kitchen sink
B. The spoon holder is inside the cabinet above the kitchen sink
C. The spoon holder is attached to the side of the kitchen sink
D. The spoon holder is on the countertop to the left of the kitchen sink
E. The spoon rack is located on the right side of the sink.",The spoon holder is on a stand beside the kitchen sink,The spoon holder is inside the cabinet above the kitchen sink,The spoon holder is attached to the side of the kitchen sink,The spoon holder is on the countertop to the left of the kitchen sink,The spoon rack is located on the right side of the sink.,2886.98,Cooking,iiith,GoPro Hero Black 7
6770,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_7_33,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The pot is placed in the cupboard under the tap
B. The dining table is directly opposite the refrigerator.
C. The shelf is placed on the right side of the countertop in the cabinet.
D. The spoon holder is inside the cabinet above the kitchen sink
E. The shelf is part of the kitchen cabinet unit, on its side",The pot is placed in the cupboard under the tap,The dining table is directly opposite the refrigerator.,The shelf is placed on the right side of the countertop in the cabinet.,The spoon holder is inside the cabinet above the kitchen sink,"The shelf is part of the kitchen cabinet unit, on its side",2886.98,Cooking,iiith,GoPro Hero Black 7
6772,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_7_3,Where is the fridge situated in relation to the dining table in the environment?,reasoning/spatial/relationship,,"A. The fridge is situated in a separate nook visible from the dining table
B. The dining table is directly opposite the refrigerator.
C. The fridge is situated in the corner diagonally across from the dining table
D. The fridge is situated in a recessed area behind the dining table
E. The fridge is situated in an alcove next to the dining table",The fridge is situated in a separate nook visible from the dining table,The dining table is directly opposite the refrigerator.,The fridge is situated in the corner diagonally across from the dining table,The fridge is situated in a recessed area behind the dining table,The fridge is situated in an alcove next to the dining table,2886.98,Cooking,iiith,GoPro Hero Black 7
6773,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_7_34,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The shelf is placed on the right side of the countertop in the cabinet.
B. The pot is on the shelf directly across from the tap
C. The spoon holder is attached to the side of the kitchen sink
D. The fridge is situated in the corner diagonally across from the dining table
E. The fridge is situated in a recessed area behind the dining table",The shelf is placed on the right side of the countertop in the cabinet.,The pot is on the shelf directly across from the tap,The spoon holder is attached to the side of the kitchen sink,The fridge is situated in the corner diagonally across from the dining table,The fridge is situated in a recessed area behind the dining table,2886.98,Cooking,iiith,GoPro Hero Black 7
6775,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_7_4,Where is the shelf located in relation to the kitchen cabinet?,reasoning/spatial/relationship,,"A. The shelf is located above the kitchen cabinet
B. The shelf is part of the kitchen cabinet unit, on its side
C. The shelf is located at the end of the kitchen cabinet row
D. The shelf is placed on the right side of the countertop in the cabinet.
E. The shelf is located on the opposite wall facing the kitchen cabinet",The shelf is located above the kitchen cabinet,"The shelf is part of the kitchen cabinet unit, on its side",The shelf is located at the end of the kitchen cabinet row,The shelf is placed on the right side of the countertop in the cabinet.,The shelf is located on the opposite wall facing the kitchen cabinet,2886.98,Cooking,iiith,GoPro Hero Black 7
6780,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_6_25,Which is nearer to the kitchen cabinet: the tap or the fridge?,reasoning/spatial/proximity,,"A. The fridge is built into the kitchen cabinet, making it closer than the faucet
B. There is no tap
C. They are both equally close
D. There is no fridge
E. The faucet is closer to the cabinet.","The fridge is built into the kitchen cabinet, making it closer than the faucet",There is no tap,They are both equally close,There is no fridge,The faucet is closer to the cabinet.,2886.98,Cooking,iiith,GoPro Hero Black 7
6785,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_7_32,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The dining table is directly opposite the refrigerator.
B. The pot is on the window sill next to the tap
C. The pot is hanging above the tap
D. The shelf is located at the end of the kitchen cabinet row
E. The spoon rack is located on the right side of the sink.",The dining table is directly opposite the refrigerator.,The pot is on the window sill next to the tap,The pot is hanging above the tap,The shelf is located at the end of the kitchen cabinet row,The spoon rack is located on the right side of the sink.,2886.98,Cooking,iiith,GoPro Hero Black 7
6787,84ec85f6-c167-413c-829d-9c6915519c57,84ec85f6-c167-413c-829d-9c6915519c57_6_1,Which is more proximate to the axe at the construction site: the hammer or the brick axe?,reasoning/spatial/proximity,,"A. There is no brick axe
B. The brick axe is more proximate to the axe than the hammer
C. The hammer is more proximate to the axe than the brick axe
D. The axe is equidistant from both the hammer and the brick axe
E. There is no hammer",There is no brick axe,The brick axe is more proximate to the axe than the hammer,The hammer is more proximate to the axe than the brick axe,The axe is equidistant from both the hammer and the brick axe,There is no hammer,5092.98,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",iiith,GoPro Hero Black 7
6790,84ec85f6-c167-413c-829d-9c6915519c57,84ec85f6-c167-413c-829d-9c6915519c57_7_2,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The head pan is camouflaged in the same color as the hoe
B. The brick axe is propped up against the hammer's handle
C. The bucket is nested inside the inverted trowel
D. The sack is tethered to the end of the hoe
E. The tray is interlocked with the metal scoop's handle",The head pan is camouflaged in the same color as the hoe,The brick axe is propped up against the hammer's handle,The bucket is nested inside the inverted trowel,The sack is tethered to the end of the hoe,The tray is interlocked with the metal scoop's handle,5092.98,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",iiith,GoPro Hero Black 7
6792,84ec85f6-c167-413c-829d-9c6915519c57,84ec85f6-c167-413c-829d-9c6915519c57_7_6,Where is the sack found in relation to the hoe at the construction site?,reasoning/spatial/relationship,,"A. The sack is looped around the hoe's neck
B. The sack is tethered to the end of the hoe
C. The sack is partially buried under the hoe
D. The sack is patched with material from the hoe's grip
E. The sack is draped over the hoe's handle",The sack is looped around the hoe's neck,The sack is tethered to the end of the hoe,The sack is partially buried under the hoe,The sack is patched with material from the hoe's grip,The sack is draped over the hoe's handle,5092.98,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",iiith,GoPro Hero Black 7
6793,84ec85f6-c167-413c-829d-9c6915519c57,84ec85f6-c167-413c-829d-9c6915519c57_7_12,Where is the tray positioned in relation to the metal scoop at the construction site?,reasoning/spatial/relationship,,"A. The tray is stacked with several metal scoops
B. The tray is interlocked with the metal scoop's handle
C. The tray is magnetically attached to the back of the metal scoop
D. The tray is coated with a layer identical to the metal scoop
E. The tray is balanced on the tip of the metal scoop",The tray is stacked with several metal scoops,The tray is interlocked with the metal scoop's handle,The tray is magnetically attached to the back of the metal scoop,The tray is coated with a layer identical to the metal scoop,The tray is balanced on the tip of the metal scoop,5092.98,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",iiith,GoPro Hero Black 7
6795,84ec85f6-c167-413c-829d-9c6915519c57,84ec85f6-c167-413c-829d-9c6915519c57_6_19,"In the construction site, which is closer to the head pan: the hoe or the trowel?",reasoning/spatial/proximity,,"A. There is no hoe
B. The head pan is equidistant from both the hoe and the trowel
C. There is no trowel
D. The trowel is closer to the head pan than the hoe
E. The hoe is closer to the head pan than the trowel",There is no hoe,The head pan is equidistant from both the hoe and the trowel,There is no trowel,The trowel is closer to the head pan than the hoe,The hoe is closer to the head pan than the trowel,5092.98,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",iiith,GoPro Hero Black 7
6796,84ec85f6-c167-413c-829d-9c6915519c57,84ec85f6-c167-413c-829d-9c6915519c57_6_17,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The axe is equidistant from both the hammer and the brick axe
B. The metal scoop is closer to the tray than the head pan
C. The bucket is closer to the head pan than the hoe
D. The cement bag is equidistant from both the hoe and the sack
E. The trowel is closer to the head pan than the hoe",The axe is equidistant from both the hammer and the brick axe,The metal scoop is closer to the tray than the head pan,The bucket is closer to the head pan than the hoe,The cement bag is equidistant from both the hoe and the sack,The trowel is closer to the head pan than the hoe,5092.98,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",iiith,GoPro Hero Black 7
